True_vx,Pred_vx,Error_vx,True_vy,Pred_vy,Error_vy,True_omega,Pred_omega,Error_omega
0.028741136,0.055028733,0.026287597,-1.0320491,-0.98709154,0.04495752,-1.0509697,-0.9712561,0.07971364
-0.03301347,-0.022936836,0.010076635,-1.0162123,-0.95560884,0.0606035,-1.0796176,-1.0463295,0.03328812
-0.05182889,-0.04921575,0.0026131421,-1.0259383,-0.9376244,0.08831388,-1.0752693,-1.0630862,0.012183189
0.0041416367,-0.035595663,-0.0397373,-1.0450273,-0.93983406,0.1051932,-1.0636135,-1.0502285,0.013385057
0.032673027,0.02455673,-0.008116297,-1.0341642,-0.9567039,0.07746029,-1.055882,-1.0263929,0.02948904
0.044596557,0.03335989,-0.011236668,-1.0389845,-0.95479333,0.0841912,-1.0756005,-1.0195689,0.056031585
0.03459647,0.028220717,-0.0063757524,-1.0382427,-0.95734644,0.08089626,-1.0939028,-1.037854,0.05604887
0.009520092,0.023001486,0.013481394,-1.0430546,-0.9564366,0.086618006,-1.0871464,-1.0452012,0.04194522
-0.01005493,0.015507228,0.025562158,-1.0164843,-0.95592797,0.060556293,-1.0529776,-1.0418925,0.011085033
0.0045012054,0.007102736,0.0026015304,-1.00301,-0.9325454,0.07046461,-1.0494555,-0.9985113,0.05094421
0.033205118,0.0024769348,-0.030728184,-1.0058041,-0.92551905,0.08028501,-1.0852045,-1.0026531,0.08255136
0.033018928,0.0055763875,-0.027442541,-1.0147183,-0.9270101,0.087708175,-1.1214142,-1.0413041,0.08011007
0.04385565,0.002299041,-0.041556608,-1.0018924,-0.93317574,0.068716705,-1.1253687,-1.0803478,0.045020938
0.060256805,0.0071211276,-0.05313568,-1.0407971,-0.9258768,0.11492032,-1.1993142,-1.0817325,0.117581725
0.0068764766,-0.0003497894,-0.007226266,-0.9965589,-0.9619745,0.034584403,-1.1624843,-1.1606605,0.0018237829
0.022192644,-0.020167224,-0.042359866,-0.997776,-0.92302203,0.07475394,-1.1747867,-1.1201471,0.054639578
0.032696124,-0.015022739,-0.047718864,-0.9724671,-0.9168402,0.05562693,-1.1925018,-1.1144446,0.07805717
0.01355048,-0.019031502,-0.03258198,-0.96115875,-0.8970083,0.06415045,-1.2057396,-1.142185,0.063554645
-0.014622453,-0.021409497,-0.006787044,-0.958813,-0.8829979,0.07581514,-1.1961776,-1.1514452,0.04473245
0.0032203314,-0.032859392,-0.036079723,-0.9739014,-0.8849824,0.088918984,-1.1875944,-1.149731,0.037863374
0.014835863,-0.017149039,-0.031984903,-0.9757932,-0.8989452,0.07684797,-1.1898947,-1.1375576,0.05233705
0.005015657,-0.016630184,-0.02164584,-0.98649216,-0.9003157,0.086176455,-1.2086314,-1.139148,0.0694834
0.037215613,-0.023272246,-0.06048786,-0.93264717,-0.9027729,0.029874265,-1.1709727,-1.1522654,0.018707275
0.09788593,0.0036186022,-0.09426732,-0.9367329,-0.85440606,0.08232683,-1.2455709,-1.1165308,0.12904012
0.07258162,0.018006753,-0.054574866,-0.9094806,-0.85600746,0.053473115,-1.3052568,-1.1916761,0.113580704
0.0003974964,0.008361352,0.007963855,-0.85297,-0.82211185,0.030858159,-1.2341026,-1.2324771,0.0016255379
0.015254912,-0.009253665,-0.024508577,-0.85161304,-0.7792538,0.072359264,-1.2340676,-1.1717004,0.0623672
0.03969433,-0.012994385,-0.052688718,-0.7822245,-0.77968323,0.002541244,-1.1638594,-1.1916753,-0.027815938
0.10662706,0.011725915,-0.094901145,-0.7359579,-0.72079307,0.015164852,-1.17234,-1.0995718,0.07276821
0.107409984,0.062271934,-0.04513805,-0.6685061,-0.678178,-0.0096719265,-1.1901805,-1.0966977,0.09348285
0.06220854,0.074089974,0.011881433,-0.6289895,-0.6217454,0.00724411,-1.2014655,-1.1206173,0.08084822
0.052471902,0.058933206,0.0064613037,-0.5441603,-0.5913445,-0.04718417,-1.190595,-1.1271783,0.06341672
0.021962471,0.103433765,0.081471294,-0.52313876,-0.5212847,0.0018540621,-1.202456,-1.130268,0.07218802
0.050297983,0.10363361,0.05333563,-0.48889047,-0.50237477,-0.013484299,-1.2450105,-1.1446966,0.1003139
0.07442939,0.12875369,0.0543243,-0.41689125,-0.45622396,-0.039332718,-1.1827962,-1.1812654,0.0015308857
0.04304558,0.16365843,0.120612845,-0.37988165,-0.39501867,-0.015137017,-1.1477944,-1.131215,0.01657939
0.07192312,0.15087731,0.07895419,-0.34402594,-0.36506736,-0.021041423,-1.1615738,-1.1049911,0.05658269
0.04838911,0.17389725,0.12550814,-0.2874268,-0.3266303,-0.039203495,-1.1374426,-1.1119521,0.025490522
0.065782204,0.14884837,0.083066165,-0.23588148,-0.2771712,-0.041289717,-1.1330452,-1.0936699,0.039375305
0.07182323,0.15492912,0.083105884,-0.15662815,-0.23452772,-0.077899575,-1.1569672,-1.0967256,0.06024158
0.02297442,0.14762314,0.12464872,-0.113148816,-0.16246547,-0.049316652,-1.1416636,-1.1235805,0.018083096
-0.011369328,0.114440374,0.1258097,-0.08552296,-0.12741534,-0.041892387,-1.1358503,-1.1253715,0.010478854
0.001928695,0.10135167,0.09942298,-0.08741085,-0.10576703,-0.018356174,-1.149052,-1.1158438,0.03320825
0.06686551,0.1172506,0.050385088,-0.028746473,-0.11052063,-0.08177416,-1.1796515,-1.1315154,0.048136115
0.02892431,0.13428219,0.10535788,0.03498781,-0.0372666,-0.07225441,-1.1437923,-1.1385026,0.005289674
0.009443493,0.10975515,0.10031166,0.09173934,0.023157759,-0.06858158,-1.1682724,-1.1287712,0.03950119
-0.0034387666,0.12194573,0.1253845,0.067891374,0.07991022,0.0120188445,-1.1653391,-1.142371,0.022968054
-0.016851276,0.13060142,0.1474527,0.036276184,0.050921027,0.014644843,-1.1536293,-1.1457103,0.007918954
0.003844854,0.100376,0.096531145,0.035890494,0.016211363,-0.019679131,-1.1677674,-1.1353915,0.03237593
0.010687769,0.11601896,0.10533119,0.06742195,0.017076269,-0.05034568,-1.1653429,-1.1434695,0.021873474
0.00020738367,0.109565295,0.10935791,0.09694054,0.05517391,-0.04176663,-1.1780059,-1.1308693,0.047136664
-0.012032527,0.118983425,0.13101596,0.12728277,0.08717137,-0.0401114,-1.1808784,-1.1498306,0.031047821
-0.012629415,0.11566093,0.12829034,0.13276413,0.12067703,-0.012087099,-1.180743,-1.1567734,0.023969531
0.011033573,0.122336626,0.111303054,0.13094491,0.12156932,-0.009375587,-1.1844152,-1.1638951,0.020520091
0.026399001,0.1533305,0.1269315,0.14176856,0.1207007,-0.021067858,-1.1790506,-1.1619831,0.017067432
0.011147962,0.16319895,0.15205099,0.15661573,0.13440621,-0.022209525,-1.1836709,-1.1549364,0.028734446
0.0049528074,0.15139204,0.14643924,0.15936987,0.14955254,-0.009817332,-1.1836219,-1.1652702,0.018351674
-0.0006745602,0.14948648,0.15016104,0.15500624,0.15348259,-0.0015236586,-1.1819838,-1.1632191,0.018764734
0.006752171,0.14473008,0.1379779,0.14632143,0.14828545,0.0019640177,-1.1938192,-1.1638646,0.029954553
0.0073603843,0.15613921,0.14877883,0.1465069,0.136697,-0.009809911,-1.210503,-1.1738766,0.03662634
0.0003768769,0.15587102,0.15549414,0.16882817,0.14212036,-0.026707813,-1.2008367,-1.1850479,0.015788794
0.0024333675,0.13576803,0.13333465,0.19318968,0.1679073,-0.025282383,-1.2004251,-1.1792213,0.021203876
-0.013632453,0.13738105,0.1510135,0.19346657,0.18810248,-0.00536409,-1.2054484,-1.179053,0.02639544
0.009598696,0.13032681,0.12072811,0.19979946,0.18833402,-0.011465445,-1.2890595,-1.1924177,0.09664178
0.0057856445,0.12242393,0.11663829,0.21057393,0.2011651,-0.009408832,-1.2865038,-1.2707549,0.015748858
0.01069177,0.111110054,0.100418285,0.22586425,0.2166031,-0.009261146,-1.2957044,-1.2695124,0.02619195
-0.011622897,0.11126524,0.12288814,0.2226359,0.23123674,0.008600846,-1.3159477,-1.2749251,0.04102254
0.0040370156,0.10630564,0.10226862,0.21529217,0.23056102,0.015268847,-1.3187519,-1.2816037,0.037148237
0.0051299934,0.1212779,0.116147906,0.2164612,0.22281434,0.00635314,-1.3258498,-1.280192,0.045657754
0.007978526,0.12201544,0.11403691,0.21721049,0.22294688,0.0057363957,-1.3178064,-1.2811999,0.03660643
0.011884601,0.12394515,0.11206055,0.22066727,0.22372447,0.0030571967,-1.3166014,-1.2797942,0.03680718
0.0030733128,0.12789105,0.12481774,0.23070316,0.22675264,-0.0039505213,-1.3636168,-1.2752905,0.088326335
0.00018268872,0.11173866,0.11155597,0.2314685,0.23846371,0.006995216,-1.3618968,-1.3172973,0.044599414
0.009570119,0.10965976,0.10008964,0.23806956,0.24157362,0.0035040528,-1.3721831,-1.3178674,0.054315686
-0.0019152719,0.115013145,0.11692841,0.24673466,0.24859048,0.0018558204,-1.3749601,-1.3210092,0.053950906
0.0055301753,0.108016215,0.10248604,0.24667408,0.25602177,0.009347692,-1.374653,-1.322381,0.052271962
-0.0011450867,0.11454761,0.1156927,0.24606784,0.25462785,0.008560017,-1.368242,-1.319099,0.049143076
0.0031516668,0.1108235,0.10767183,0.24020685,0.25506216,0.01485531,-1.3686408,-1.3185604,0.05008042
0.0036975783,0.11629083,0.11259325,0.23610793,0.24856307,0.012455136,-1.3760276,-1.3167378,0.059289813
-0.0014519948,0.12140952,0.12286151,0.23319688,0.24592167,0.012724787,-1.3624054,-1.313327,0.049078465
0.01021633,0.11338544,0.103169106,0.23681223,0.24331324,0.006501004,-1.370992,-1.3144317,0.056560278
0.008340576,0.12069738,0.112356804,0.23686516,0.24718359,0.010318428,-1.3681256,-1.315458,0.0526675
0.0055384045,0.119919665,0.11438126,0.23729572,0.24685551,0.009559795,-1.3675731,-1.3192555,0.04831767
-0.019203126,0.115614675,0.13481781,0.24612577,0.24714293,0.0010171533,-1.4119352,-1.3138249,0.09811032
0.023406122,0.101805836,0.07839972,0.25504237,0.2559906,0.0009482205,-1.4149586,-1.3650326,0.049926043
-0.013212874,0.13422085,0.14743373,0.271939,0.2657568,-0.0061822236,-1.4123858,-1.3590561,0.053329706
-0.009560405,0.1121893,0.12174971,0.29336792,0.28535601,-0.008011907,-1.4573363,-1.3604056,0.09693074
-0.008292313,0.11148467,0.11977698,0.29276645,0.30708826,0.014321804,-1.4928493,-1.4141623,0.07868707
-0.007489867,0.13762124,0.1451111,0.26823252,0.3157368,0.047504276,-1.505334,-1.4294546,0.075879455
-0.014505758,0.14409259,0.15859835,0.26709175,0.29073095,0.023639202,-1.5183209,-1.4275376,0.09078336
-0.014098818,0.13575102,0.14984985,0.27279854,0.29258665,0.019788116,-1.5101476,-1.4256383,0.08450925
-0.00022762221,0.13119079,0.1314184,0.29487285,0.29577833,0.00090548396,-1.5190312,-1.4339943,0.085036874
0.005344924,0.13858889,0.13324396,0.319067,0.32247743,0.0034104288,-1.5157218,-1.4373087,0.07841313
0.013584512,0.13627666,0.12269215,0.34059894,0.34480456,0.0042056143,-1.5276176,-1.432125,0.0954926
-0.0069249566,0.1494286,0.15635356,0.34576535,0.3646834,0.018918037,-1.5452139,-1.4493915,0.09582245
-0.017758567,0.14646474,0.1642233,0.35076565,0.37590927,0.025143623,-1.5340995,-1.453294,0.08080542
-0.01060989,0.13581353,0.14642343,0.3797326,0.38198447,0.0022518635,-1.6070708,-1.4460845,0.1609863
-0.014380674,0.112609535,0.12699021,0.4361661,0.42187756,-0.014288545,-1.6711688,-1.5469598,0.12420905
0.015156225,0.12592071,0.11076449,0.57486665,0.50493664,-0.06993002,-1.6920139,-1.5683212,0.12369263
-0.06244868,0.080537364,0.14298604,0.6349965,0.598572,-0.036424458,-1.6746308,-1.5875175,0.08711326
-0.0749956,0.044281352,0.119276956,0.6635042,0.64117056,-0.022333622,-1.6734585,-1.5798619,0.09359658
0.0025056195,0.029267712,0.026762092,0.6338725,0.64868534,0.014812827,-1.6491344,-1.5522305,0.09690392
0.02140807,0.075250074,0.053842004,0.6529394,0.62868214,-0.024257243,-1.7566819,-1.5664378,0.19024408
-0.006193816,0.08387044,0.09006426,0.6722246,0.6443402,-0.027884364,-1.7852565,-1.6535257,0.1317308
-0.014218244,0.069075055,0.0832933,0.6971888,0.6575187,-0.03967011,-1.7705289,-1.6499566,0.12057233
-0.026794322,0.054325994,0.08112031,0.7358005,0.68324745,-0.052553058,-1.7915992,-1.6660788,0.12552035
-0.012362818,0.04360554,0.05596836,0.76127076,0.70316094,-0.05810982,-1.7968044,-1.660321,0.13648343
-0.020548478,0.041070346,0.061618824,0.76085854,0.71812165,-0.042736888,-1.7958083,-1.6675584,0.12824988
0.0115080485,0.035567623,0.024059575,0.7520339,0.7133289,-0.03870499,-1.8098358,-1.6581702,0.15166557
0.0147988545,0.062063172,0.04726432,0.75687546,0.70575786,-0.0511176,-1.8234277,-1.6719917,0.15143597
-0.010018951,0.06076284,0.07078179,0.7793175,0.7135719,-0.06574559,-1.8530177,-1.6978867,0.15513098
-0.044348277,0.04540724,0.08975552,0.81874126,0.73525536,-0.0834859,-1.83896,-1.7160285,0.1229316
0.009990373,0.012246125,0.0022557527,0.85215455,0.7624344,-0.08972013,-1.8251714,-1.7000883,0.12508309
0.006290958,0.02834117,0.022050213,0.84198725,0.779773,-0.062214255,-1.8328136,-1.7069452,0.12586844
-0.011635161,0.028539458,0.04017462,0.8244038,0.767161,-0.05724281,-1.846563,-1.6934468,0.15311623
-0.022130378,0.03341078,0.055541158,0.79659325,0.75933635,-0.037256896,-1.8118845,-1.7113371,0.10054743
0.011117832,0.037006136,0.025888305,0.81488603,0.7388729,-0.07601315,-1.8134587,-1.6673474,0.14611125
0.017379772,0.048815805,0.031436034,0.86562806,0.75757563,-0.10805243,-1.7652224,-1.6924033,0.072819114
0.016618155,0.0063768816,-0.010241274,0.8964593,0.7932293,-0.10323,-1.7859946,-1.6527053,0.13328934
-0.0035303007,0.0077027944,0.011233095,0.88248575,0.8041615,-0.07832426,-1.7751445,-1.6500388,0.12510562
0.039774388,-4.9128656e-05,-0.039823517,0.8506529,0.80093086,-0.049722016,-1.7111192,-1.6506003,0.06051886
-0.023263648,0.049755197,0.07301885,0.78488535,0.76902175,-0.015863597,-1.5297898,-1.5940567,-0.06426692
0.041212957,0.013267483,-0.027945474,0.82552904,0.72267485,-0.10285419,-1.5408722,-1.4261017,0.11477053
0.061720222,0.040053446,-0.021666776,0.8747469,0.74039304,-0.13435388,-1.4664419,-1.4292678,0.037174106
0.0078059887,0.021365149,0.013559161,0.7711731,0.76031774,-0.010855377,-1.2398343,-1.371086,-0.1312517
0.036793903,0.009593506,-0.027200397,0.8127048,0.7258654,-0.08683938,-1.1911267,-1.1872402,0.0038864613
0.015919268,0.01014628,-0.0057729883,0.7629404,0.76496637,0.0020259619,-1.0441227,-1.1503565,-0.106233835
0.01313213,0.024544716,0.011412586,0.80063313,0.7397211,-0.060912013,-0.9924909,-0.994815,-0.0023241043
0.032030564,0.029539406,-0.0024911575,0.788005,0.78720343,-0.00080156326,-0.9486265,-0.95438606,-0.005759537
0.062107448,0.043285113,-0.018822335,0.70206213,0.77227247,0.07021034,-0.8489899,-0.91571236,-0.06672245
0.03875235,0.06500724,0.026254889,0.71070546,0.7057797,-0.0049257874,-0.83842427,-0.8318094,0.006614864
-0.0048111635,0.049891476,0.05470264,0.71484834,0.71111083,-0.0037375093,-0.8127134,-0.81853515,-0.0058217645
0.029869495,0.02412751,-0.0057419855,0.6787226,0.72135687,0.04263425,-0.75109774,-0.7985233,-0.047425568
-0.018973209,0.07325648,0.09222969,0.72039264,0.682857,-0.037535667,-0.7880767,-0.7420521,0.04602462
-0.02738963,0.020035889,0.04742552,0.68631834,0.7369523,0.050633967,-0.73980856,-0.7766448,-0.036836267
-0.02616331,0.014110315,0.040273625,0.659033,0.6943505,0.03531748,-0.6692001,-0.7373921,-0.068192005
-0.026886739,0.014047266,0.040934004,0.6777742,0.65381604,-0.023958147,-0.6574577,-0.6622738,-0.004816115
-0.0042473557,0.03492469,0.039172046,0.6474996,0.67376894,0.026269317,-0.5834879,-0.6522785,-0.068790555
0.01362173,0.062354848,0.04873312,0.6775226,0.63955235,-0.037970245,-0.5921666,-0.5867243,0.0054423213
-0.018669434,0.07226132,0.09093075,0.6692032,0.6769859,0.0077826977,-0.5754792,-0.5920054,-0.016526163
-0.027640998,0.037370663,0.065011665,0.64859307,0.6688991,0.02030605,-0.5391687,-0.57867193,-0.039503217
-0.009446616,0.042247415,0.05169403,0.72580034,0.6448263,-0.08097404,-0.57567984,-0.5476118,0.028068066
-0.03600821,0.05301586,0.08902407,0.73209023,0.74001116,0.007920921,-0.54691225,-0.5798974,-0.03298515
-0.03695003,0.01800203,0.05495206,0.7380979,0.74342704,0.005329132,-0.51538134,-0.5508161,-0.035434783
-0.013355772,0.011170474,0.024526246,0.7529673,0.74161595,-0.011351347,-0.5101726,-0.52865,-0.01847738
-0.01336684,0.0301513,0.04351814,0.75268734,0.75840986,0.0057225227,-0.51086825,-0.52065414,-0.009785891
-0.0030724886,0.0252561,0.028328588,0.7516739,0.7632623,0.011588395,-0.51649296,-0.5224968,-0.0060038567
0.009428081,0.03782626,0.028398179,0.7669874,0.7670134,2.5987625e-05,-0.53013694,-0.52851826,0.0016186833
-0.011332835,0.04331563,0.054648466,0.7825844,0.78567266,0.0030882359,-0.52384853,-0.5401912,-0.01634264
-0.006740901,0.019936841,0.026677743,0.7608555,0.7897815,0.028926015,-0.47811878,-0.53314185,-0.055023074
-0.023531534,0.034271274,0.057802808,0.78012484,0.77790123,-0.0022236109,-0.46871644,-0.49305126,-0.024334818
-0.007825389,0.023577545,0.031402934,0.7898387,0.7920488,0.0022101402,-0.45790148,-0.48294204,-0.025040567
-0.007462829,0.034820102,0.04228293,0.78927535,0.8006661,0.011390746,-0.45915335,-0.47404304,-0.014889687
-0.0003939788,0.023107266,0.023501245,0.7692549,0.79791313,0.028658211,-0.45709717,-0.47324553,-0.016148359
-0.033790603,0.041956563,0.07574716,0.81767714,0.7871489,-0.030528247,-0.47139117,-0.47762686,-0.006235689
-0.04029192,0.010247112,0.05053903,0.7892921,0.82068956,0.031397462,-0.39806405,-0.4780534,-0.079989344
-0.007980171,-0.022890612,-0.014910442,0.7664131,0.7961762,0.029763103,-0.35565865,-0.38651046,-0.030851811
-0.0024337429,0.021161951,0.023595694,0.7765502,0.7668231,-0.009727061,-0.33962426,-0.33586952,0.003754735
-0.011087838,0.02013374,0.031221576,0.77345926,0.77522594,0.0017666817,-0.33927098,-0.3146661,0.024604887
-0.009905583,0.0059768674,0.015882451,0.74830455,0.7772814,0.028976858,-0.33232749,-0.31552637,0.016801119
-0.026411913,0.005551074,0.031962987,0.7592646,0.7528845,-0.006380081,-0.33616054,-0.30672717,0.02943337
-0.024366952,-0.017775055,0.0065918975,0.75854087,0.7582383,-0.00030255318,-0.31723735,-0.30427635,0.012961
-0.00054124324,-0.0013555172,-0.00081427395,0.7621677,0.7652238,0.003056109,-0.3034418,-0.28443518,0.01900661
-0.0048653926,0.020603932,0.025469325,0.7929209,0.76621306,-0.026707828,-0.3192085,-0.2686223,0.050586194
-0.0061693634,0.0094391825,0.015608545,0.78091323,0.801033,0.020119786,-0.31927913,-0.28842363,0.030855507
0.003887367,0.0054791053,0.0015917383,0.7913412,0.7873883,-0.003952861,-0.32601768,-0.2895509,0.036466777
-0.010830983,0.016917236,0.02774822,0.7749082,0.80287755,0.02796936,-0.3178416,-0.29881364,0.019027948
-0.007944106,0.0047157076,0.012659814,0.78207695,0.7853641,0.0032871366,-0.3155652,-0.28868383,0.026881367
-0.0045241076,0.0145056145,0.019029722,0.7676769,0.7927579,0.025081038,-0.3073487,-0.2863741,0.020974606
-0.02055747,0.0021171835,0.022674654,0.7689946,0.7727021,0.0037074685,-0.30445167,-0.27420673,0.030244946
-0.004753228,-0.009041562,-0.004288334,0.7740577,0.77383983,-0.00021785498,-0.29305273,-0.26792338,0.025129348
-0.016204897,0.020030005,0.0362349,0.7827195,0.7845494,0.0018299222,-0.28141153,-0.25446007,0.026951462
-0.00706768,-0.0038179862,0.0032496937,0.7572697,0.78793865,0.030668974,-0.2735246,-0.24112473,0.032399878
-0.010287835,0.009394453,0.019682288,0.7665286,0.76337886,-0.0031497478,-0.27924988,-0.23573911,0.043510765
-0.034564197,0.0036348072,0.038199004,0.7486264,0.7778151,0.029188693,-0.26175958,-0.2411121,0.020647481
0.0016244804,-0.01276167,-0.014386151,0.76684386,0.7604106,-0.0064332485,-0.23553279,-0.22292759,0.012605205
-0.0146140335,0.0252572,0.039871234,0.7656455,0.7770403,0.011394799,-0.22807506,-0.19361493,0.034460127
-0.013706396,0.016645156,0.030351553,0.7676742,0.77304554,0.005371332,-0.22290128,-0.18976445,0.03313683
0.010282167,0.016988534,0.0067063672,0.7668229,0.770826,0.0040031075,-0.22845583,-0.18638021,0.04207562
-0.005041774,0.032970622,0.038012397,0.7652177,0.77184075,0.0066230297,-0.23597871,-0.19050778,0.045470923
-0.0068255807,0.019842822,0.026668403,0.707229,0.7676977,0.060468674,-0.22017686,-0.19720739,0.02296947
-0.034971558,0.033460043,0.0684316,0.73395896,0.7124713,-0.021487653,-0.21982598,-0.18918398,0.030642003
-0.0212996,0.009860386,0.031159986,0.72861075,0.7361407,0.007529974,-0.20159887,-0.18476366,0.016835213
-0.0006826068,0.030723799,0.031406406,0.73589665,0.7345728,-0.0013238192,-0.19156428,-0.16718042,0.024383858
0.009154205,0.046123214,0.03696901,0.7365656,0.73990434,0.0033387542,-0.197509,-0.15980957,0.03769943
-0.0004506181,0.052372064,0.052822683,0.7317317,0.7388255,0.007093787,-0.20280996,-0.16471726,0.038092703
-0.0049590687,0.042518467,0.047477536,0.7279388,0.7320709,0.0041321516,-0.20594461,-0.17063165,0.035312966
-0.00073717115,0.04008578,0.040822953,0.7134985,0.7315504,0.018051922,-0.19890575,-0.17308797,0.025817782
-0.016192202,0.04818523,0.06437743,0.7215103,0.72017753,-0.0013327599,-0.19074133,-0.16750164,0.023239687
-0.016038742,0.036315974,0.052354716,0.7207834,0.73021805,0.00943464,-0.17320454,-0.15813315,0.015071392
-0.007451873,0.042140465,0.04959234,0.69837594,0.7282081,0.029832184,-0.15710795,-0.14200138,0.015106574
-0.028802305,0.052747846,0.08155015,0.7167544,0.70608777,-0.010666609,-0.15056607,-0.12971674,0.020849332
-0.065552495,0.038519386,0.104071885,0.7077473,0.7210411,0.013293803,-0.1300875,-0.11499048,0.015097015
-0.05325388,0.018122649,0.07137653,0.7164766,0.7089752,-0.0075014234,-0.1056026,-0.09634661,0.00925599
-0.0048302445,0.031662025,0.03649227,0.7224143,0.71523446,-0.0071798563,-0.0927411,-0.071726315,0.021014787
0.00054378854,0.07439858,0.07385479,0.7207694,0.7186932,-0.0020762086,-0.09198538,-0.060501095,0.031484287
0.0057244045,0.07393673,0.06821232,0.717877,0.71462774,-0.003249228,-0.09948602,-0.062025428,0.037460595
0.0024129604,0.07919451,0.07678155,0.718289,0.7112578,-0.0070312023,-0.10656387,-0.06927272,0.037291154
-0.0012280303,0.07379321,0.07502124,0.71616393,0.7143823,-0.0017816424,-0.10707581,-0.075535096,0.031540714
-0.022048265,0.069856636,0.0919049,0.71842355,0.71561193,-0.0028116107,-0.10234328,-0.07606526,0.026278026
-0.018314265,0.054712612,0.07302688,0.7214057,0.71825373,-0.0031519532,-0.09685717,-0.070476554,0.026380613
0.0029249159,0.057907537,0.05498262,0.66476923,0.7187417,0.053972483,-0.089503385,-0.066296995,0.02320639
-0.016910914,0.09663351,0.11354442,0.698173,0.66103286,-0.03714013,-0.08063892,-0.059639134,0.02099979
-0.048396975,0.07325753,0.1216545,0.6831782,0.6989747,0.015796542,-0.057753246,-0.043903098,0.013850149
-0.010778791,0.052930746,0.063709535,0.5989296,0.6822352,0.0833056,-0.03380083,-0.0195489,0.014251929
-0.02159106,0.085745126,0.107336186,0.56799704,0.59833145,0.030334413,-0.0342455,-0.006648499,0.027596999
-0.047659054,0.08618882,0.13384788,0.5203172,0.56880593,0.048488736,-0.032653403,-0.010328986,0.022324417
-0.029602237,0.063002266,0.0926045,0.44431195,0.5134342,0.069122225,-0.008207168,-0.007551888,0.0006552804
-0.0015006731,0.07458269,0.07608336,0.45004097,0.44481096,-0.0052300096,0.0064321184,0.006848224,0.0004161056
0.00096149044,0.10840403,0.10744254,0.43318206,0.4509197,0.017737627,0.0139169125,0.0188163,0.0048993872
0.0006657881,0.109978914,0.10931312,0.42150012,0.43315873,0.011658609,0.012122448,0.019060927,0.006938479
0.0029060808,0.10738416,0.104478076,0.42018214,0.4234714,0.0032892525,0.008371877,0.017171178,0.008799301
0.004695021,0.10966834,0.104973316,0.36779386,0.42156246,0.053768605,0.0064896834,0.01460972,0.008120036
-0.0016230862,0.1010344,0.10265749,0.3785801,0.3670781,-0.011501998,0.007120838,0.0068980684,-0.00022276957
-0.0060178856,0.10171348,0.107731365,0.3788619,0.37768573,-0.0011761785,0.008414379,0.009786847,0.0013724677
-0.0070814374,0.09570441,0.10278584,0.37710327,0.37793407,0.00083079934,0.009997547,0.010410948,0.00041340105
-0.0003928016,0.09498681,0.09537961,0.37958056,0.37603384,-0.0035467148,0.011055204,0.011374926,0.0003197221
-0.011678251,0.09894544,0.11062369,0.38726237,0.38117725,-0.0060851276,0.014838909,0.01213693,-0.0027019791
-0.01221929,0.08872914,0.10094843,0.37765482,0.38630706,0.00865224,0.026953528,0.019395944,-0.007557584
-0.015264343,0.08503212,0.10029646,0.3788328,0.3770534,-0.0017793775,0.03232538,0.027653655,-0.0046717245
-0.01900921,0.082804784,0.101813994,0.3758842,0.37615478,0.00027057528,0.031927638,0.029239912,-0.0026877262
-0.03719724,0.08202829,0.11922553,0.37372476,0.37442347,0.00069871545,0.031450186,0.026912382,-0.004537804
-0.042485386,0.06209725,0.10458264,0.3719919,0.368789,-0.0032029152,0.034870043,0.02634626,-0.008523783
-0.030970924,0.057502728,0.08847365,0.38055396,0.36612326,-0.014430702,0.04030283,0.029584322,-0.01071851
-0.016198412,0.071431905,0.08763032,0.38955793,0.3775943,-0.011963636,0.045922436,0.034888726,-0.01103371
-0.011159602,0.08559992,0.09675952,0.416656,0.38975346,-0.026902527,0.04863272,0.03919224,-0.009440478
-0.040616974,0.09092466,0.13154164,0.41112754,0.4218188,0.010691255,0.05003376,0.041509494,-0.008524265
-0.048010446,0.06751275,0.1155232,0.40291065,0.4151537,0.012243062,0.060023125,0.045692455,-0.01433067
-0.049799085,0.051377613,0.101176694,0.41229033,0.40289417,-0.009396166,0.07535443,0.053609487,-0.02174494
-0.025879532,0.055750612,0.08163014,0.4210836,0.41532522,-0.005758375,0.08458368,0.065368354,-0.019215323
-0.002881668,0.07316978,0.07605145,0.42158732,0.4250803,0.0034929812,0.0828314,0.069060184,-0.013771214
-0.0016259509,0.09337736,0.09500331,0.42173177,0.42697117,0.0052393973,0.076997906,0.064427346,-0.01257056
-0.00057337014,0.092027694,0.09260106,0.43755156,0.4277526,-0.009798944,0.077457525,0.06108597,-0.016371556
-0.062107407,0.08876843,0.15087584,0.41970986,0.4459662,0.026256353,0.08416895,0.0648973,-0.01927165
-0.023489997,0.032350726,0.055840723,0.3833107,0.4202353,0.0369246,0.09624812,0.075666875,-0.020581245
-0.010872646,0.058622334,0.06949498,0.3865882,0.37925285,-0.007335335,0.10362991,0.08175689,-0.02187302
0.0024050889,0.077597484,0.07519239,0.39111504,0.3877443,-0.003370732,0.09860904,0.08231827,-0.016290769
-0.0021552849,0.09749303,0.09964831,0.4045384,0.3973811,-0.007157296,0.092281416,0.07480837,-0.01747305
-0.02167032,0.09101752,0.11268784,0.34354728,0.41380227,0.07025498,0.07897257,0.069994085,-0.008978486
-0.06698097,0.05560086,0.12258183,0.32102013,0.33705005,0.016029924,0.08881314,0.064983,-0.023830138
