epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.0010000000474974513,1.0487029552459717,0.718184769153595,0.5459908246994019,0.47254207730293274
1,0.0010000000474974513,0.4045185148715973,0.42636147141456604,0.10147928446531296,0.15886379778385162
2,0.0010000000474974513,0.2339733988046646,0.3157973289489746,0.07347209751605988,0.11567239463329315
3,0.0010000000474974513,0.19415998458862305,0.2880599796772003,0.06272641569375992,0.10577573627233505
4,0.0010000000474974513,0.1701699197292328,0.27178728580474854,0.05440482124686241,0.09924231469631195
5,0.0010000000474974513,0.15293344855308533,0.2608669102191925,0.045479241758584976,0.08743305504322052
6,0.0010000000474974513,0.14093321561813354,0.25342947244644165,0.04346516728401184,0.09312501549720764
7,0.0010000000474974513,0.13091830909252167,0.24669323861598969,0.03899136930704117,0.09038402885198593
8,0.0010000000474974513,0.12205673009157181,0.2406894713640213,0.03498447686433792,0.08849463611841202
9,0.0010000000474974513,0.11654368788003922,0.2370196431875229,0.03495858609676361,0.09243392199277878
10,0.0010000000474974513,0.11261462420225143,0.23407213389873505,0.032469961792230606,0.08898843824863434
11,0.0010000000474974513,0.1096789613366127,0.23139813542366028,0.02836063876748085,0.07908109575510025
12,0.0010000000474974513,0.10623984783887863,0.22917360067367554,0.02715746872127056,0.07671426236629486
13,0.0010000000474974513,0.10483980923891068,0.22809374332427979,0.026672441512346268,0.07735970616340637
14,0.0010000000474974513,0.10410729795694351,0.22738856077194214,0.027681848034262657,0.0816282331943512
15,0.0010000000474974513,0.10286436975002289,0.22688521444797516,0.029040180146694183,0.08762070536613464
16,0.0010000000474974513,0.10228841751813889,0.22620059549808502,0.027145570144057274,0.0787358358502388
17,0.0010000000474974513,0.1008666530251503,0.22472795844078064,0.02745147980749607,0.08150399476289749
18,0.0010000000474974513,0.10074620693922043,0.2250380516052246,0.025159411132335663,0.07266734540462494
19,0.0010000000474974513,0.10030408948659897,0.22462186217308044,0.026960479095578194,0.08099028468132019
20,0.0010000000474974513,0.10009600222110748,0.22415705025196075,0.027043623849749565,0.08038756996393204
21,0.0010000000474974513,0.09974177926778793,0.22423581779003143,0.025555061176419258,0.0754391998052597
22,0.0010000000474974513,0.099891297519207,0.22443059086799622,0.02467125654220581,0.0714266449213028
23,0.0010000000474974513,0.09975706785917282,0.22385509312152863,0.027817532420158386,0.08455800265073776
24,0.0010000000474974513,0.0988931804895401,0.223525732755661,0.025334380567073822,0.07370040565729141
25,0.0010000000474974513,0.09999033808708191,0.22461766004562378,0.026569275185465813,0.0775459036231041
26,0.0010000000474974513,0.09969525784254074,0.22414760291576385,0.02542291209101677,0.07541054487228394
27,0.0010000000474974513,0.09952746331691742,0.22424061596393585,0.02626357227563858,0.07670244574546814
28,0.0010000000474974513,0.09952141344547272,0.22402048110961914,0.026449650526046753,0.07837814092636108
29,0.0010000000474974513,0.09904077649116516,0.22384013235569,0.02497919648885727,0.07257682830095291
30,0.0010000000474974513,0.09812665730714798,0.22289685904979706,0.027563290670514107,0.0840395912528038
31,0.0010000000474974513,0.09906187653541565,0.22367359697818756,0.025913098827004433,0.07745499163866043
32,0.0010000000474974513,0.09865303337574005,0.2234099954366684,0.02777181938290596,0.08332007378339767
33,0.0010000000474974513,0.0981874093413353,0.22278271615505219,0.026134101673960686,0.07642960548400879
34,0.0010000000474974513,0.0992475301027298,0.22338275611400604,0.028650609776377678,0.08687136322259903
35,0.0010000000474974513,0.09889458119869232,0.22351673245429993,0.027264432981610298,0.08256325870752335
36,0.0010000000474974513,0.09865480661392212,0.22256231307983398,0.02869265526533127,0.08617980778217316
37,0.0010000000474974513,0.09869522601366043,0.2233589142560959,0.026653628796339035,0.0786837488412857
38,0.0005000000237487257,0.09433209151029587,0.21875400841236115,0.024121470749378204,0.07159195840358734
39,0.0005000000237487257,0.09454112499952316,0.2189706265926361,0.023564577102661133,0.07039681077003479
40,0.0005000000237487257,0.09328193962574005,0.21796151995658875,0.02545815333724022,0.07742535322904587
41,0.0005000000237487257,0.0940747857093811,0.21908175945281982,0.02334773913025856,0.0720171108841896
42,0.0005000000237487257,0.0933845192193985,0.21841514110565186,0.025061018764972687,0.07763979583978653
43,0.0005000000237487257,0.09246450662612915,0.21803809702396393,0.0235381368547678,0.0729072242975235
44,0.0005000000237487257,0.09335923194885254,0.21868321299552917,0.023376652970910072,0.0730433240532875
45,0.0005000000237487257,0.09271460771560669,0.2181624323129654,0.02335820533335209,0.07264535129070282
46,0.0005000000237487257,0.09317200630903244,0.21869879961013794,0.02283577248454094,0.07286795228719711
47,0.0005000000237487257,0.09317951649427414,0.21883335709571838,0.022949693724513054,0.07045294344425201
48,0.0005000000237487257,0.0930737778544426,0.21886906027793884,0.023365037515759468,0.07325590401887894
49,0.0005000000237487257,0.092364102602005,0.21817535161972046,0.022751498967409134,0.07049572467803955
50,0.0005000000237487257,0.0921894907951355,0.21745172142982483,0.022889962419867516,0.07244661450386047
51,0.0005000000237487257,0.09252746403217316,0.2182265967130661,0.022513100877404213,0.07111003249883652
52,0.0005000000237487257,0.09259621053934097,0.2189619243144989,0.02452079951763153,0.07955148816108704
53,0.0005000000237487257,0.09143123775720596,0.21766561269760132,0.02405107021331787,0.0758768692612648
54,0.0005000000237487257,0.09156708419322968,0.21708562970161438,0.023101529106497765,0.07316014170646667
55,0.0005000000237487257,0.09244363009929657,0.21831491589546204,0.02348024770617485,0.07690971344709396
56,0.0005000000237487257,0.09173554927110672,0.21786333620548248,0.024234989657998085,0.07747994363307953
57,0.0005000000237487257,0.09220308065414429,0.21860136091709137,0.025217637419700623,0.07978665828704834
58,0.0005000000237487257,0.09223633259534836,0.2182251513004303,0.024381499737501144,0.07826545834541321
59,0.0005000000237487257,0.09223899990320206,0.21870480477809906,0.025515243411064148,0.08079683780670166
60,0.0005000000237487257,0.0916866585612297,0.21774795651435852,0.024703266099095345,0.07765563577413559
61,0.0005000000237487257,0.09180387854576111,0.2177780717611313,0.024094674736261368,0.07728533446788788
62,0.0005000000237487257,0.09215711802244186,0.21824249625205994,0.023963553830981255,0.07514505833387375
63,0.0005000000237487257,0.09173182398080826,0.2172817885875702,0.023026898503303528,0.07524660229682922
64,0.0005000000237487257,0.09133754670619965,0.21739549934864044,0.024046868085861206,0.07798590511083603
65,0.0005000000237487257,0.09209338575601578,0.21818073093891144,0.0232559721916914,0.07463143765926361
66,0.0005000000237487257,0.09194289147853851,0.21795058250427246,0.024515772238373756,0.07809105515480042
67,0.0002500000118743628,0.08933746069669724,0.2153271585702896,0.02208014205098152,0.07088159024715424
68,0.0002500000118743628,0.08829618245363235,0.21410977840423584,0.022762645035982132,0.07213293761014938
69,0.0002500000118743628,0.08857448399066925,0.21451538801193237,0.023250646889209747,0.07384063303470612
70,0.0002500000118743628,0.08909888565540314,0.21520692110061646,0.023575572296977043,0.07486724853515625
71,0.0002500000118743628,0.08906688541173935,0.2150128334760666,0.02249554730951786,0.07183381915092468
72,0.0002500000118743628,0.08837135136127472,0.21457330882549286,0.022432101890444756,0.07478530704975128
73,0.0002500000118743628,0.08889516443014145,0.21522168815135956,0.022571928799152374,0.07324045151472092
74,0.0002500000118743628,0.08837336301803589,0.21472632884979248,0.022144922986626625,0.0724092572927475
75,0.0002500000118743628,0.08867371827363968,0.21496912837028503,0.022710837423801422,0.0738186314702034
76,0.0002500000118743628,0.08891197293996811,0.21529647707939148,0.022135237231850624,0.07281766831874847
77,0.0002500000118743628,0.08819079399108887,0.21457643806934357,0.021349657326936722,0.07087986171245575
78,0.0002500000118743628,0.08830389380455017,0.21506275236606598,0.022587325423955917,0.07488691061735153
79,0.0002500000118743628,0.08844505250453949,0.21496134996414185,0.02156946063041687,0.07015500217676163
80,0.0002500000118743628,0.08828958123922348,0.2149776667356491,0.021860331296920776,0.07055855542421341
81,0.0002500000118743628,0.08806565403938293,0.2147299349308014,0.022480234503746033,0.07361545413732529
82,0.0002500000118743628,0.08737911283969879,0.21413516998291016,0.02138347178697586,0.07013742625713348
83,0.0002500000118743628,0.08766612410545349,0.2142201066017151,0.021708359941840172,0.07210861146450043
84,0.0002500000118743628,0.08782321959733963,0.2148180603981018,0.02204837277531624,0.0728331208229065
85,0.0002500000118743628,0.08768144249916077,0.2146589159965515,0.023005735129117966,0.07673283666372299
86,0.0002500000118743628,0.08770016580820084,0.2145458161830902,0.02185404673218727,0.07202508300542831
87,0.0002500000118743628,0.0875883549451828,0.2142692655324936,0.022342730313539505,0.07459976524114609
88,0.0002500000118743628,0.08804955333471298,0.2148541510105133,0.022071605548262596,0.07318658381700516
89,0.0002500000118743628,0.0880223885178566,0.21467891335487366,0.021764032542705536,0.07221648097038269
90,0.0002500000118743628,0.08783800154924393,0.21471968293190002,0.021389232948422432,0.07140056043863297
91,0.0002500000118743628,0.08760347962379456,0.21453000605106354,0.021916311234235764,0.07242048531770706
92,0.0002500000118743628,0.08752857148647308,0.21416033804416656,0.0224443506449461,0.07431923598051071
93,0.0001250000059371814,0.0873887911438942,0.2139567881822586,0.02212820202112198,0.07291679084300995
94,0.0001250000059371814,0.08560878038406372,0.21246233582496643,0.02194700762629509,0.0720277726650238
95,0.0001250000059371814,0.08658003062009811,0.213136225938797,0.021490752696990967,0.07121804356575012
96,0.0001250000059371814,0.08645080029964447,0.21320290863513947,0.02133440598845482,0.06951918452978134
97,0.0001250000059371814,0.08579850941896439,0.21264001727104187,0.02214518003165722,0.07277023047208786
98,0.0001250000059371814,0.08605321496725082,0.21293649077415466,0.02118225395679474,0.07021614164113998
99,0.0001250000059371814,0.08596808463335037,0.21293556690216064,0.021122867241501808,0.06973765790462494
100,0.0001250000059371814,0.08588512241840363,0.2127678245306015,0.021802501752972603,0.07259036600589752
101,0.0001250000059371814,0.08603349328041077,0.2130068689584732,0.022205989807844162,0.07367730885744095
102,0.0001250000059371814,0.08585838228464127,0.21256110072135925,0.021323062479496002,0.07019975781440735
