epoch,learning_rate,loss,mae,val_loss,val_mae
103,0.0001250000059371814,0.08560872822999954,0.21274124085903168,0.022114073857665062,0.07189885526895523
104,0.0001250000059371814,0.08582144975662231,0.21272802352905273,0.021948250010609627,0.07365009933710098
105,0.0001250000059371814,0.08586487919092178,0.21293826401233673,0.021249614655971527,0.06974079459905624
106,0.0001250000059371814,0.08590638637542725,0.21298690140247345,0.021734733134508133,0.07074888050556183
107,0.0001250000059371814,0.08570113033056259,0.212541863322258,0.02234361506998539,0.07419729977846146
108,0.0001250000059371814,0.0856129601597786,0.21296177804470062,0.02159932442009449,0.07156366109848022
109,0.0001250000059371814,0.08554607629776001,0.2127106487751007,0.021587815135717392,0.0728236585855484
110,0.0001250000059371814,0.08564794808626175,0.21288692951202393,0.02111024037003517,0.07092637568712234
111,0.0001250000059371814,0.08585510402917862,0.21265749633312225,0.021734319627285004,0.07428360730409622
112,0.0001250000059371814,0.08571642637252808,0.21308398246765137,0.02187197282910347,0.07280022650957108
113,0.0001250000059371814,0.08546780049800873,0.212194561958313,0.02258375473320484,0.07595384865999222
114,6.25000029685907e-05,0.08486524969339371,0.21181099116802216,0.02128923498094082,0.07139161229133606
115,6.25000029685907e-05,0.08427521586418152,0.2113082855939865,0.02168791927397251,0.07250648736953735
116,6.25000029685907e-05,0.08451560884714127,0.21191270649433136,0.021462121978402138,0.07197465747594833
117,6.25000029685907e-05,0.08420296758413315,0.21146082878112793,0.021197570487856865,0.0713891088962555
118,6.25000029685907e-05,0.08421433717012405,0.21148578822612762,0.021229838952422142,0.07172685116529465
119,6.25000029685907e-05,0.0839814618229866,0.21106700599193573,0.02126227505505085,0.0722760334610939
120,6.25000029685907e-05,0.08392591774463654,0.2107359766960144,0.02110673487186432,0.07166364043951035
121,6.25000029685907e-05,0.08492472022771835,0.21208839118480682,0.02173629030585289,0.07357276976108551
122,6.25000029685907e-05,0.08427909016609192,0.2114388793706894,0.02124655991792679,0.0714491605758667
123,6.25000029685907e-05,0.08442326635122299,0.21124769747257233,0.02159251645207405,0.07317912578582764
124,6.25000029685907e-05,0.08449903875589371,0.2116042673587799,0.021389169618487358,0.07213044166564941
125,6.25000029685907e-05,0.0841597467660904,0.21144771575927734,0.021489016711711884,0.07319419085979462
126,6.25000029685907e-05,0.08452960103750229,0.21155419945716858,0.021314818412065506,0.07225612550973892
127,6.25000029685907e-05,0.08397859334945679,0.21138551831245422,0.02081412635743618,0.07031869888305664
128,6.25000029685907e-05,0.08468606323003769,0.21179822087287903,0.020692666992545128,0.06945271790027618
129,6.25000029685907e-05,0.08457224816083908,0.21207594871520996,0.020280906930565834,0.0685843676328659
130,6.25000029685907e-05,0.08367331326007843,0.21083785593509674,0.02122608944773674,0.07229868322610855
131,6.25000029685907e-05,0.08396021276712418,0.21086953580379486,0.02068968489766121,0.07010594755411148
132,6.25000029685907e-05,0.08393698930740356,0.21132907271385193,0.02100900001823902,0.07147516310214996
133,6.25000029685907e-05,0.08423361927270889,0.21167466044425964,0.020873932167887688,0.07107524573802948
134,6.25000029685907e-05,0.08500878512859344,0.21239100396633148,0.02115260437130928,0.07179288566112518
135,6.25000029685907e-05,0.08400112390518188,0.21138393878936768,0.020645499229431152,0.06993744522333145
136,6.25000029685907e-05,0.08478613197803497,0.21188725531101227,0.020878467708826065,0.07064687460660934
137,6.25000029685907e-05,0.08412601798772812,0.21139326691627502,0.02084963582456112,0.07129212468862534
138,6.25000029685907e-05,0.08444581925868988,0.21196438372135162,0.021141979843378067,0.07230875641107559
139,6.25000029685907e-05,0.08388024568557739,0.21113935112953186,0.02136048674583435,0.07212954759597778
140,6.25000029685907e-05,0.08396384119987488,0.21123963594436646,0.021771863102912903,0.0750349760055542
141,6.25000029685907e-05,0.08394946902990341,0.21105651557445526,0.0208785030990839,0.07137154787778854
142,6.25000029685907e-05,0.08383769541978836,0.21138137578964233,0.02112514153122902,0.07203114032745361
143,6.25000029685907e-05,0.08432377874851227,0.2114410251379013,0.021379750221967697,0.0715862512588501
144,6.25000029685907e-05,0.0843670591711998,0.21172422170639038,0.021073386073112488,0.07155778259038925
145,3.125000148429535e-05,0.08385132998228073,0.21122883260250092,0.021517960354685783,0.0732710063457489
146,3.125000148429535e-05,0.08374873548746109,0.21109043061733246,0.02131464146077633,0.07212568819522858
147,3.125000148429535e-05,0.08315110951662064,0.21080496907234192,0.02112371101975441,0.0722878947854042
148,3.125000148429535e-05,0.08373405784368515,0.21084095537662506,0.02147490344941616,0.07299226522445679
149,3.125000148429535e-05,0.0837552472949028,0.21141427755355835,0.021385686472058296,0.07242467254400253
150,3.125000148429535e-05,0.08365637063980103,0.21078136563301086,0.021313168108463287,0.07186836004257202
151,3.125000148429535e-05,0.08338199555873871,0.21099279820919037,0.021309586241841316,0.07260213792324066
152,3.125000148429535e-05,0.08410540223121643,0.21122342348098755,0.02117161825299263,0.07202047854661942
153,3.125000148429535e-05,0.08351080864667892,0.21070285141468048,0.021290410310029984,0.0724065974354744
154,3.125000148429535e-05,0.08295431733131409,0.21023911237716675,0.021024148911237717,0.07165782898664474
155,3.125000148429535e-05,0.08350136876106262,0.210793599486351,0.021117975935339928,0.07255861163139343
156,3.125000148429535e-05,0.08292308449745178,0.21032339334487915,0.02121259644627571,0.07209540158510208
157,3.125000148429535e-05,0.08276231586933136,0.21038444340229034,0.021218905225396156,0.07275915145874023
158,3.125000148429535e-05,0.08399294316768646,0.21136906743049622,0.021201875060796738,0.07224893569946289
159,3.125000148429535e-05,0.0833335593342781,0.210776224732399,0.02110600844025612,0.07167085260152817
